train_id,distance_km,scheduled_speed_kmh,actual_speed_kmh,scheduled_time_min,actual_time_min,departure_time,scheduled_arrival,actual_arrival,actual_delay_min,predicted_delay_min
T694,266,62,44.8,257.42,356.27,09:29,13:46,15:25,98.85,71.42
T695,391,45,34.95,521.33,671.2,07:18,15:59,18:29,149.87,116.4
T696,446,85,98.54,314.82,271.56,10:20,15:34,14:51,-43.27,-50.16
T697,236,89,62.3,159.1,227.29,07:33,10:12,11:20,68.18,47.73
T698,68,83,78.84,49.16,51.75,07:39,08:28,08:30,2.59,2.46
T699,226,98,99.32,138.37,136.52,07:13,09:31,09:29,-1.84,-1.87
T700,149,82,60.09,109.02,148.78,06:37,08:26,09:05,39.76,29.13
T701,445,84,107.84,317.86,247.58,09:32,14:49,13:39,-70.28,-90.22
T702,494,60,50.14,494.0,591.14,07:33,15:47,17:24,97.14,81.18
T703,282,62,54.72,272.9,309.23,06:06,10:38,11:15,36.33,32.06
T704,452,82,72.35,330.73,374.82,07:51,13:21,14:05,44.09,38.91
T705,125,94,78.8,79.79,95.18,09:44,11:03,11:19,15.4,12.91
T706,314,55,38.55,342.55,488.73,06:54,12:36,15:02,146.19,102.46
T707,333,86,97.83,232.33,204.22,07:36,11:28,11:00,-28.1,-31.97
T708,255,92,117.77,166.3,129.91,09:36,12:22,11:45,-36.39,-46.58
T709,272,99,82.62,164.85,197.52,07:39,10:23,10:56,32.68,27.27
T710,433,54,59.28,481.11,438.24,10:14,18:15,17:32,-42.87,-47.07
T711,101,64,73.29,94.69,82.69,07:08,08:42,08:30,-12.0,-13.74
T712,388,75,90.68,310.4,256.73,10:11,15:21,14:27,-53.67,-64.89
T713,416,50,47.68,499.2,523.5,10:43,19:02,19:26,24.3,23.17
T714,193,90,79.36,128.67,145.92,06:11,08:19,08:36,17.25,15.21
T715,422,54,48.34,468.89,523.79,10:50,18:38,19:33,54.91,49.15
T716,118,43,48.49,164.65,146.02,10:46,13:30,13:12,-18.63,-21.01
T717,148,60,71.4,148.0,124.36,09:24,11:52,11:28,-23.64,-28.13
T718,445,52,42.07,513.46,634.71,07:59,16:32,18:33,121.25,98.09
T719,74,61,56.28,72.79,78.9,10:39,11:51,11:57,6.11,5.64
T720,485,58,71.99,501.72,404.24,07:37,15:58,14:21,-97.49,-121.0
T721,428,73,86.43,351.78,297.11,09:04,14:55,14:01,-54.67,-64.73
T722,102,53,68.42,115.47,89.45,10:42,12:37,12:11,-26.02,-33.59
T723,200,43,49.56,279.07,242.13,08:20,12:59,12:22,-36.94,-42.57
T724,193,87,81.42,133.1,142.22,06:59,09:12,09:21,9.11,8.53
T725,106,92,97.0,69.13,65.56,07:58,09:07,09:03,-3.57,-3.76
T726,88,91,99.79,58.02,52.91,06:36,07:34,07:28,-5.11,-5.61
T727,158,85,63.5,111.53,149.29,07:37,09:28,10:06,37.76,28.21
T728,230,66,67.76,209.09,203.65,09:09,12:38,12:32,-5.44,-5.58
T729,91,68,76.54,80.29,71.33,08:33,09:53,09:44,-8.96,-10.08
T730,235,86,68.83,163.95,204.84,10:00,12:43,13:24,40.89,32.73
T731,472,67,78.28,422.69,361.77,06:58,14:00,12:59,-60.91,-71.17
T732,447,74,77.72,362.43,345.09,10:56,16:58,16:41,-17.35,-18.22
T733,272,47,59.75,347.23,273.13,09:25,15:12,13:58,-74.11,-94.22
T734,171,55,39.9,186.55,257.14,06:19,09:25,10:36,70.6,51.22
T735,182,81,69.59,134.81,156.91,08:38,10:52,11:14,22.09,18.98
T736,212,75,79.57,169.6,159.86,08:29,11:18,11:08,-9.74,-10.33
T737,264,69,60.58,229.57,261.48,10:25,14:14,14:46,31.92,28.02
T738,270,57,64.33,284.21,251.81,08:22,13:06,12:33,-32.4,-36.56
T739,284,41,47.37,415.61,359.71,10:30,17:25,16:29,-55.9,-64.59
T740,380,88,67.01,259.09,340.23,10:16,14:35,15:56,81.14,61.79
T741,195,52,52.43,225.0,223.15,06:56,10:41,10:39,-1.85,-1.87
T742,288,43,43.23,401.86,399.73,09:11,15:52,15:50,-2.13,-2.14
T743,125,65,59.9,115.38,125.2,06:17,08:12,08:22,9.82,9.05
T744,58,64,80.62,54.38,43.16,09:35,10:29,10:18,-11.21,-14.12
T745,123,69,82.56,106.96,89.39,06:03,07:49,07:32,-17.57,-21.02
T746,491,50,55.92,589.2,526.86,07:09,16:58,15:55,-62.34,-69.72
T747,450,46,51.92,586.96,520.08,08:24,18:10,17:04,-66.88,-75.48
T748,302,70,68.39,258.86,264.94,10:57,15:15,15:21,6.09,5.95
T749,279,83,103.97,201.69,161.01,09:56,13:17,12:37,-40.67,-50.95
T750,56,49,54.72,68.57,61.4,06:07,07:15,07:08,-7.17,-8.01
T751,223,78,88.72,171.54,150.82,09:09,12:00,11:39,-20.72,-23.57
T752,190,52,63.28,219.23,180.14,06:37,10:16,09:37,-39.09,-47.58
T753,217,70,60.51,186.0,215.17,07:21,10:27,10:56,29.17,25.21
T754,219,46,54.48,285.65,241.21,07:45,12:30,11:46,-44.44,-52.63
T755,442,95,77.63,279.16,341.63,09:02,13:41,14:43,62.47,51.05
T756,483,88,79.83,329.32,363.0,07:16,12:45,13:19,33.68,30.56
T757,332,81,73.01,245.93,272.84,08:41,12:46,13:13,26.91,24.26
T758,171,81,104.26,126.67,98.41,08:32,10:38,10:10,-28.26,-36.37
T759,243,95,115.32,153.47,126.43,08:29,11:02,10:35,-27.05,-32.83
T760,54,75,84.05,43.2,38.55,07:40,08:23,08:18,-4.65,-5.21
T761,78,59,67.04,79.32,69.81,09:51,11:10,11:00,-9.51,-10.81
T762,214,43,44.6,298.6,287.88,07:44,12:42,12:31,-10.72,-11.12
T763,471,93,117.95,303.87,239.6,06:00,11:03,09:59,-64.27,-81.51
T764,388,46,45.9,506.09,507.23,07:00,15:26,15:27,1.14,1.14
T765,185,93,86.33,119.35,128.57,06:17,08:16,08:25,9.22,8.56
T766,414,40,31.91,621.0,778.37,07:40,18:01,20:38,157.37,125.55
T767,370,83,97.25,267.47,228.27,08:09,12:36,11:57,-39.2,-45.93
T768,391,95,108.36,246.95,216.49,08:22,12:28,11:58,-30.45,-34.74
T769,194,84,78.17,138.57,148.9,09:06,11:24,11:34,10.33,9.62
T770,376,81,57.92,278.52,389.47,10:33,15:11,17:02,110.95,79.35
T771,266,86,103.49,185.58,154.21,10:28,13:33,13:02,-31.37,-37.75
T772,350,98,69.27,214.29,303.16,10:11,13:45,15:14,88.87,62.82
T773,181,52,58.36,208.85,186.1,09:01,12:29,12:07,-22.75,-25.53
T774,341,94,120.52,217.66,169.76,07:26,11:03,10:15,-47.9,-61.41
T775,119,61,58.72,117.05,121.6,06:19,08:16,08:20,4.55,4.38
T776,301,93,78.21,194.19,230.91,09:16,12:30,13:06,36.72,30.88
T777,464,60,67.38,464.0,413.21,07:31,15:15,14:24,-50.79,-57.04
T778,324,61,72.61,318.69,267.74,06:14,11:32,10:41,-50.95,-60.64
T779,494,67,68.87,442.39,430.4,08:33,15:55,15:43,-11.99,-12.32
T780,413,48,61.45,516.25,403.25,07:48,16:24,14:31,-113.0,-144.66
T781,231,65,47.52,213.23,291.7,09:25,12:58,14:16,78.47,57.36
T782,216,48,48.14,270.0,269.23,07:41,12:11,12:10,-0.77,-0.78
T783,140,54,61.08,155.56,137.53,10:41,13:16,12:58,-18.03,-20.39
T784,251,49,59.66,307.35,252.42,09:38,14:45,13:50,-54.92,-66.87
T785,395,63,50.88,376.19,465.84,08:18,14:34,16:03,89.65,72.4
T786,68,97,114.46,42.06,35.65,08:24,09:06,08:59,-6.42,-7.57
T787,88,96,99.04,55.0,53.31,07:39,08:34,08:32,-1.69,-1.74
T788,175,81,75.97,129.63,138.21,06:10,08:19,08:28,8.58,8.05
T789,222,47,36.61,283.4,363.79,10:36,15:19,16:39,80.39,62.62
T790,190,63,76.81,180.95,148.42,08:31,11:31,10:59,-32.53,-39.66
T791,291,55,43.69,317.45,399.63,09:50,15:07,16:29,82.18,65.28
T792,269,88,77.96,183.41,207.04,10:36,13:39,14:03,23.63,20.93
T793,175,65,56.81,161.54,184.82,11:00,13:41,14:04,23.28,20.35
T794,107,66,80.71,97.27,79.55,10:36,12:13,11:55,-17.73,-21.68
T795,197,76,83.88,155.53,140.92,10:32,13:07,12:52,-14.6,-16.12
T796,366,43,50.65,510.7,433.53,10:55,19:25,18:08,-77.17,-90.91
T797,432,89,75.67,291.24,342.52,08:44,13:35,14:26,51.28,43.6
T798,410,63,67.72,390.48,363.26,07:42,14:12,13:45,-27.22,-29.26
T799,472,58,60.5,488.28,468.12,07:26,15:34,15:14,-20.15,-21.02
T800,50,75,89.98,40.0,33.34,08:21,09:01,08:54,-6.66,-7.99
T801,436,99,123.12,264.24,212.47,09:12,13:36,12:44,-51.77,-64.38
T802,397,78,55.17,305.38,431.76,10:02,15:07,17:13,126.38,89.39
T803,239,49,54.12,292.65,264.99,09:29,14:21,13:53,-27.67,-30.56
T804,240,64,46.79,225.0,307.75,07:55,11:40,13:02,82.75,60.5
T805,418,57,58.67,440.0,427.47,10:24,17:44,17:31,-12.53,-12.9
T806,458,58,50.61,473.79,542.98,07:12,15:05,16:14,69.19,60.37
T807,361,75,66.3,288.8,326.67,09:14,14:02,14:40,37.87,33.48
T808,466,49,44.68,570.61,625.83,07:45,17:15,18:10,55.21,50.34
T809,471,72,77.24,392.5,365.87,06:28,13:00,12:33,-26.63,-28.56
T810,166,94,84.64,105.96,117.67,10:15,12:00,12:12,11.72,10.55
T811,183,89,101.43,123.37,108.26,10:28,12:31,12:16,-15.11,-17.22
T812,107,44,41.48,145.91,154.78,09:39,12:04,12:13,8.87,8.36
T813,93,86,63.73,64.88,87.56,10:33,11:37,12:00,22.68,16.8
T814,222,88,102.98,151.36,129.34,07:04,09:35,09:13,-22.02,-25.77
T815,209,74,64.49,169.46,194.46,09:02,11:51,12:16,25.0,21.78
T816,222,83,79.65,160.48,167.23,07:54,10:34,10:41,6.75,6.47
T817,366,73,81.12,300.82,270.7,08:09,13:09,12:39,-30.12,-33.47
T818,352,72,64.76,293.33,326.12,07:11,12:04,12:37,32.78,29.49
T819,198,94,68.99,126.38,172.2,10:54,13:00,13:46,45.81,33.62
T820,129,60,55.46,129.0,139.56,06:21,08:30,08:40,10.56,9.76
T821,423,56,70.93,453.21,357.8,08:50,16:23,14:47,-95.41,-120.86
T822,262,61,66.19,257.7,237.51,07:13,11:30,11:10,-20.2,-21.92
T823,252,87,95.95,173.79,157.58,06:30,09:23,09:07,-16.21,-17.88
T824,301,76,82.03,237.63,220.16,09:10,13:07,12:50,-17.47,-18.86
T825,278,54,44.25,308.89,376.97,09:41,14:49,15:57,68.08,55.79
T826,213,74,70.37,172.7,181.6,10:35,13:27,13:36,8.9,8.46
T827,276,67,77.09,247.16,214.82,08:13,12:20,11:47,-32.34,-37.21
T828,196,46,35.0,255.65,336.02,08:12,12:27,13:48,80.37,61.15
T829,69,71,61.54,58.31,67.28,09:30,10:28,10:37,8.97,7.77
T830,490,50,43.29,588.0,679.15,06:33,16:21,17:52,91.15,78.91
T831,451,49,47.0,552.24,575.73,09:51,19:03,19:26,23.48,22.53
T832,96,48,61.83,120.0,93.15,07:11,09:11,08:44,-26.85,-34.59
T833,282,53,39.25,319.25,431.12,06:18,11:37,13:29,111.88,82.84
T834,354,52,52.58,408.46,403.93,07:28,14:16,14:11,-4.53,-4.58
T835,63,96,77.53,39.38,48.75,09:40,10:19,10:28,9.38,7.58
T836,192,64,82.07,180.0,140.36,10:42,13:42,13:02,-39.64,-50.83
T837,464,41,31.49,679.02,884.17,09:14,20:33,23:58,205.14,157.55
T838,50,74,69.72,40.54,43.03,10:15,10:55,10:58,2.49,2.34
T839,422,46,52.57,550.43,481.68,06:46,15:56,14:47,-68.75,-78.56
T840,103,60,67.36,103.0,91.74,10:22,12:05,11:53,-11.26,-12.64
T841,423,57,54.36,445.26,466.91,10:33,17:58,18:19,21.65,20.64
T842,308,42,38.13,440.0,484.63,06:42,14:02,14:46,44.63,40.52
T843,193,81,76.02,142.96,152.32,08:46,11:08,11:18,9.36,8.78
T844,490,93,79.85,316.13,368.21,07:15,12:31,13:23,52.08,44.71
T845,61,78,64.21,46.92,57.0,06:51,07:37,07:48,10.08,8.3
T846,379,80,79.19,284.25,287.17,06:55,11:39,11:42,2.92,2.89
T847,273,88,75.78,186.14,216.16,08:43,11:49,12:19,30.02,25.85
T848,321,50,43.62,385.2,441.5,10:38,17:03,17:59,56.3,49.12
T849,407,78,85.34,313.08,286.16,06:30,11:43,11:16,-26.91,-29.45
T850,457,63,80.71,435.24,339.73,09:29,16:44,15:08,-95.51,-122.36
T851,205,99,105.16,124.24,116.97,10:28,12:32,12:24,-7.27,-7.73
T852,422,85,63.43,297.88,399.21,10:12,15:09,16:51,101.32,75.61
T853,57,58,43.23,58.97,79.11,06:42,07:40,08:01,20.15,15.02
T854,171,43,54.65,238.6,187.75,08:07,12:05,11:14,-50.85,-64.63
T855,397,65,57.09,366.46,417.2,06:52,12:58,13:49,50.74,44.57
T856,213,77,58.15,165.97,219.76,06:23,09:08,10:02,53.79,40.62
T857,139,81,85.81,102.96,97.19,09:33,11:15,11:10,-5.78,-6.12
T858,185,71,76.27,156.34,145.54,10:09,12:45,12:34,-10.8,-11.6
T859,235,78,84.95,180.77,165.98,10:24,13:24,13:09,-14.79,-16.11
T860,365,84,72.28,260.71,303.0,06:25,10:45,11:28,42.29,36.38
T861,227,85,60.27,160.24,225.98,09:57,12:37,13:42,65.75,46.62
T862,77,75,95.93,61.6,48.16,07:46,08:47,08:34,-13.44,-17.19
T863,269,79,67.19,204.3,240.21,07:58,11:22,11:58,35.9,30.54
T864,406,76,84.03,320.53,289.91,07:25,12:45,12:14,-30.62,-33.85
T865,90,72,80.93,75.0,66.73,06:13,07:28,07:19,-8.27,-9.3
T866,277,75,79.95,221.6,207.88,06:16,09:57,09:43,-13.72,-14.63
T867,241,42,37.29,344.29,387.82,09:05,14:49,15:32,43.54,38.65
T868,460,48,41.41,575.0,666.54,08:30,18:05,19:36,91.54,78.97
T869,496,47,49.75,633.19,598.14,10:42,21:15,20:40,-35.05,-37.11
T870,194,72,87.82,161.67,132.55,09:39,12:20,11:51,-29.12,-35.51
T871,250,98,124.27,153.06,120.71,10:23,12:56,12:23,-32.35,-41.03
T872,466,45,34.36,621.33,813.75,06:06,16:27,19:39,192.42,146.92
T873,261,80,63.43,195.75,246.88,07:35,10:50,11:41,51.13,40.54
T874,269,78,98.81,206.92,163.34,06:31,09:57,09:14,-43.59,-55.22
T875,289,43,49.1,403.26,353.14,06:02,12:45,11:55,-50.12,-57.23
T876,462,52,63.95,533.08,433.47,10:56,19:49,18:09,-99.61,-122.5
T877,446,88,72.3,304.09,370.13,07:42,12:46,13:52,66.04,54.26
T878,95,99,104.2,57.58,54.7,10:55,11:52,11:49,-2.87,-3.03
T879,84,41,45.95,122.93,109.69,08:25,10:27,10:14,-13.24,-14.84
T880,302,99,109.7,183.03,165.18,08:50,11:53,11:35,-17.85,-19.78
T881,439,44,41.58,598.64,633.55,06:39,16:37,17:12,34.91,32.99
T882,131,83,58.87,94.7,133.52,06:22,07:56,08:35,38.82,27.53
T883,420,66,69.28,381.82,363.72,07:02,13:23,13:05,-18.1,-19.0
T884,305,71,60.48,257.75,302.57,09:49,14:06,14:51,44.82,38.18
T885,246,60,58.21,246.0,253.57,10:02,14:08,14:15,7.57,7.34
T886,352,47,59.9,449.36,352.57,09:48,17:17,15:40,-96.8,-123.37
T887,458,77,72.34,356.88,379.9,09:31,15:27,15:50,23.01,21.62
T888,499,47,56.58,637.02,529.14,06:36,17:13,15:25,-107.88,-129.88
T889,59,89,72.37,39.78,48.92,06:30,07:09,07:18,9.14,7.43
T890,361,42,46.35,515.71,467.35,09:15,17:50,17:02,-48.36,-53.36
T891,335,93,119.62,216.13,168.04,06:37,10:13,09:25,-48.09,-61.86
T892,291,83,63.17,210.36,276.38,06:07,09:37,10:43,66.02,50.25
T893,300,97,68.38,185.57,263.22,10:17,13:22,14:40,77.65,54.74
T894,414,42,40.33,591.43,615.98,09:28,19:19,19:43,24.55,23.57
T895,54,61,46.09,53.11,70.3,09:26,10:19,10:36,17.18,12.98
T896,168,45,51.71,224.0,194.95,08:45,12:29,11:59,-29.05,-33.38
T897,338,41,51.2,494.63,396.11,10:01,18:15,16:37,-98.52,-123.03
T898,423,62,59.55,409.35,426.23,08:06,14:55,15:12,16.87,16.21
T899,114,83,70.98,82.41,96.36,09:44,11:06,11:20,13.95,11.93
T900,195,41,39.39,285.37,297.06,10:18,15:03,15:15,11.69,11.23
T901,273,77,87.32,212.73,187.58,07:41,11:13,10:48,-25.15,-28.52
T902,288,56,39.5,308.57,437.42,10:06,15:14,17:23,128.85,90.9
T903,226,74,77.97,183.24,173.91,07:13,10:16,10:06,-9.33,-9.84
T904,316,73,77.96,259.73,243.19,09:12,13:31,13:15,-16.53,-17.65
T905,390,62,67.12,377.42,348.62,07:57,14:14,13:45,-28.8,-31.18
T906,331,69,58.32,287.83,340.54,06:00,10:47,11:40,52.71,44.55
T907,112,91,102.69,73.85,65.44,06:42,07:55,07:47,-8.4,-9.48
T908,266,47,35.48,339.57,449.87,08:46,14:25,16:15,110.29,83.25
T909,391,61,49.99,384.59,469.26,06:49,13:13,14:38,84.67,69.39
T910,364,83,101.8,263.13,214.54,09:49,14:12,13:23,-48.59,-59.59
T911,332,97,110.89,205.36,179.63,06:40,10:05,09:39,-25.73,-29.41
T912,226,75,53.12,180.8,255.28,06:35,09:35,10:50,74.48,52.75
T913,466,44,37.36,635.45,748.45,07:50,18:25,20:18,113.0,95.94
T914,147,52,43.09,169.62,204.69,09:31,12:20,12:55,35.07,29.06
T915,154,68,58.65,135.88,157.55,09:51,12:06,12:28,21.67,18.69
T916,148,70,59.4,126.86,149.5,10:28,12:34,12:57,22.64,19.21
T917,434,86,63.43,302.79,410.55,07:14,12:16,14:04,107.76,79.48
T918,454,96,93.63,283.75,290.92,07:27,12:10,12:17,7.17,6.99
T919,360,94,107.13,229.79,201.63,08:55,12:44,12:16,-28.16,-32.09
T920,55,55,58.52,60.0,56.39,10:44,11:44,11:40,-3.61,-3.84
T921,246,81,89.4,182.22,165.1,06:14,09:16,08:59,-17.12,-18.9
T922,400,69,51.66,347.83,464.58,10:47,16:34,18:31,116.75,87.41
T923,182,96,122.01,113.75,89.5,06:39,08:32,08:08,-24.25,-30.81
T924,407,94,113.09,259.79,215.93,08:19,12:38,11:54,-43.85,-52.76
T925,308,55,65.07,336.0,284.01,10:33,16:09,15:17,-51.99,-61.51
T926,486,51,60.88,571.76,478.95,09:24,18:55,17:22,-92.82,-110.8
T927,72,56,70.54,77.14,61.24,10:15,11:32,11:16,-15.9,-20.03
T928,102,55,56.46,111.27,108.39,09:58,11:49,11:46,-2.88,-2.95
T929,214,51,41.83,251.76,306.97,08:13,12:24,13:19,55.2,45.28
T930,251,47,50.29,320.43,299.44,08:38,13:58,13:37,-20.98,-22.45
T931,132,59,67.6,134.24,117.16,06:34,08:48,08:31,-17.07,-19.56
T932,194,42,48.0,277.14,242.52,08:58,13:35,13:00,-34.62,-39.56
T933,134,55,55.71,146.18,144.32,08:55,11:21,11:19,-1.86,-1.88
T934,127,69,51.13,110.43,149.02,07:07,08:57,09:36,38.58,28.59
T935,415,84,77.5,296.43,321.27,09:28,14:24,14:49,24.84,22.92
T936,50,62,77.65,48.39,38.63,10:55,11:43,11:33,-9.75,-12.22
T937,100,67,70.39,89.55,85.23,07:41,09:10,09:06,-4.32,-4.54
T938,222,90,92.07,148.0,144.67,10:29,12:57,12:53,-3.33,-3.4
T939,254,79,68.04,192.91,223.97,09:38,12:50,13:21,31.06,26.75
T940,309,93,85.66,199.35,216.44,07:22,10:41,10:58,17.08,15.74
T941,495,44,54.44,675.0,545.58,10:05,21:20,19:10,-129.42,-160.12
T942,498,59,64.89,506.44,460.45,06:13,14:39,13:53,-45.99,-50.58
T943,418,79,92.62,317.47,270.78,07:41,12:58,12:11,-46.69,-54.74
T944,337,95,92.4,212.84,218.84,10:38,14:10,14:16,5.99,5.83
T945,83,83,89.49,60.0,55.65,09:13,10:13,10:08,-4.35,-4.69
T946,397,40,33.96,595.5,701.39,10:27,20:22,22:08,105.89,89.9
T947,144,96,107.83,90.0,80.12,10:24,11:54,11:44,-9.88,-11.09
T948,121,69,66.0,105.22,110.0,07:08,08:53,08:57,4.78,4.57
T949,88,60,57.93,88.0,91.14,10:32,12:00,12:03,3.14,3.03
T950,203,59,64.29,206.44,189.47,07:18,10:44,10:27,-16.97,-18.5
T951,299,45,56.78,398.67,315.96,09:36,16:14,14:51,-82.71,-104.36
T952,211,61,45.04,207.54,281.07,09:36,13:03,14:17,73.53,54.29
T953,487,57,68.11,512.63,429.04,08:55,17:27,16:04,-83.6,-99.88
T954,167,47,41.15,213.19,243.53,07:17,10:50,11:20,30.34,26.56
T955,308,78,75.38,236.92,245.17,09:31,13:27,13:36,8.25,7.97
T956,428,71,50.63,361.69,507.17,09:00,15:01,17:27,145.48,103.75
T957,355,72,63.41,295.83,335.93,08:32,13:27,14:07,40.1,35.31
T958,317,92,92.15,206.74,206.41,10:32,13:58,13:58,-0.33,-0.33
T959,498,55,40.35,543.27,740.45,07:15,16:18,19:35,197.18,144.67
T960,103,51,50.73,121.18,121.83,07:18,09:19,09:19,0.65,0.65
T961,285,77,96.73,222.08,176.78,10:06,13:48,13:02,-45.3,-56.91
T962,438,91,69.45,288.79,378.38,08:15,13:03,14:33,89.59,68.38
T963,271,73,84.58,222.74,192.24,10:48,14:30,14:00,-30.5,-35.34
T964,300,53,50.13,339.62,359.08,10:18,15:57,16:17,19.46,18.41
T965,362,75,81.98,289.6,264.93,10:01,14:50,14:25,-24.67,-26.96
T966,450,72,61.64,375.0,438.01,06:51,13:06,14:09,63.01,53.95
T967,161,62,49.33,155.81,195.81,09:08,11:43,12:23,40.01,31.83
T968,304,89,70.87,204.94,257.38,07:46,11:10,12:03,52.43,41.75
T969,352,84,62.35,251.43,338.72,09:49,14:00,15:27,87.29,64.79
T970,456,41,33.27,667.32,822.44,08:19,19:26,22:01,155.12,125.86
T971,256,80,87.88,192.0,174.78,10:34,13:46,13:28,-17.22,-18.92
T972,278,60,73.74,278.0,226.2,06:32,11:10,10:18,-51.8,-63.67
T973,390,41,48.73,570.73,480.22,07:18,16:48,15:18,-90.51,-107.57
T974,447,66,73.33,406.36,365.74,10:29,17:15,16:34,-40.63,-45.14
T975,115,96,73.56,71.88,93.8,08:20,09:31,09:53,21.92,16.8
T976,124,48,41.93,155.0,177.44,06:57,09:32,09:54,22.44,19.61
T977,484,40,35.44,726.0,819.52,09:04,21:10,22:43,93.52,82.85
T978,152,50,42.5,182.4,214.59,08:02,11:04,11:36,32.19,27.36
T979,471,42,42.38,672.86,666.85,09:08,20:20,20:14,-6.0,-6.06
T980,241,91,92.94,158.9,155.58,08:55,11:33,11:30,-3.32,-3.39
T981,301,62,56.68,291.29,318.65,08:35,13:26,13:53,27.36,25.01
T982,275,65,59.3,253.85,278.26,06:52,11:05,11:30,24.41,22.27
T983,343,43,51.48,478.6,399.79,08:20,16:18,14:59,-78.81,-94.35
T984,355,57,66.89,373.68,318.42,09:35,15:48,14:53,-55.27,-64.86
T985,147,94,83.16,93.83,106.06,06:42,08:15,08:28,12.23,10.82
T986,387,45,56.17,516.0,413.37,06:32,15:08,13:25,-102.63,-128.11
T987,335,74,94.1,271.62,213.59,08:56,13:27,12:29,-58.03,-73.8
T988,384,61,54.66,377.7,421.52,08:31,14:48,15:32,43.82,39.26
T989,396,82,74.84,289.76,317.49,07:55,12:44,13:12,27.73,25.31
T990,484,54,54.18,537.78,535.97,08:43,17:40,17:38,-1.81,-1.82
T991,496,61,77.15,487.87,385.77,06:44,14:51,13:09,-102.1,-129.13
T992,357,99,121.35,216.36,176.51,09:54,13:30,12:50,-39.85,-48.85
T993,298,76,57.88,235.26,308.93,08:14,12:09,13:22,73.67,56.1
T994,215,91,85.14,141.76,151.51,06:14,08:35,08:45,9.75,9.12
T995,384,81,83.59,284.44,275.62,07:34,12:18,12:09,-8.83,-9.11
T996,79,51,51.1,92.94,92.77,08:35,10:07,10:07,-0.17,-0.17
T997,296,86,70.2,206.51,252.98,10:10,13:36,14:22,46.47,37.93
T998,155,88,106.95,105.68,86.96,09:10,10:55,10:36,-18.72,-22.75
T999,100,81,89.6,74.07,66.96,09:04,10:18,10:10,-7.11,-7.86
T1000,130,77,92.61,101.3,84.22,06:23,08:04,07:47,-17.08,-20.54
T1001,182,57,69.27,191.58,157.64,09:40,12:51,12:17,-33.93,-41.24
T1002,334,84,96.52,238.57,207.63,08:14,12:12,11:41,-30.94,-35.55
T1003,437,74,71.3,354.32,367.74,08:48,14:42,14:55,13.41,12.92
T1004,187,69,73.58,162.61,152.49,06:50,09:32,09:22,-10.11,-10.79
T1005,233,63,50.16,221.9,278.7,08:33,12:14,13:11,56.79,45.22
T1006,450,81,89.44,333.33,301.88,09:46,15:19,14:47,-31.45,-34.73
T1007,379,69,55.72,329.57,408.1,10:10,15:39,16:58,78.54,63.42
T1008,322,53,59.17,364.53,326.53,06:32,12:36,11:58,-38.0,-42.42
T1009,389,45,37.7,518.67,619.11,08:02,16:40,18:21,100.45,84.15
T1010,118,42,32.36,168.57,218.77,07:39,10:27,11:17,50.2,38.68
T1011,83,55,43.95,90.55,113.3,10:59,12:29,12:52,22.75,18.18
T1012,311,46,32.25,405.65,578.52,08:03,14:48,17:41,172.86,121.21
T1013,102,91,102.94,67.25,59.45,07:04,08:11,08:03,-7.8,-8.83
T1014,499,53,60.39,564.91,495.77,07:55,17:19,16:10,-69.13,-78.77
T1015,254,48,48.43,317.5,314.68,08:50,14:07,14:04,-2.82,-2.84
T1016,175,54,43.03,194.44,244.03,08:30,11:44,12:34,49.58,39.51
T1017,284,60,45.01,284.0,378.6,10:09,14:53,16:27,94.6,70.96
T1018,92,74,52.65,74.59,104.84,07:26,08:40,09:10,30.25,21.52
T1019,289,41,32.78,422.93,529.02,06:17,13:19,15:06,106.1,84.82
T1020,420,66,81.48,381.82,309.29,08:43,15:04,13:52,-72.53,-89.54
T1021,160,41,34.64,234.15,277.12,10:14,14:08,14:51,42.98,36.31
T1022,298,74,67.53,241.62,264.77,08:10,12:11,12:34,23.15,21.13
T1023,200,57,43.5,210.53,275.84,07:12,10:42,11:47,65.32,49.85
T1024,232,53,44.17,262.64,315.14,08:51,13:13,14:06,52.5,43.75
T1025,385,59,59.68,391.53,387.06,08:52,15:23,15:19,-4.46,-4.52
T1026,144,57,60.69,151.58,142.37,09:40,12:11,12:02,-9.2,-9.8
T1027,423,49,41.51,517.96,611.37,08:10,16:47,18:21,93.41,79.14
T1028,449,64,47.02,420.94,572.99,06:45,13:45,16:17,152.05,111.7
T1029,57,41,38.32,83.41,89.25,10:57,12:20,12:26,5.84,5.45
T1030,437,64,53.79,409.69,487.42,09:21,16:10,17:28,77.73,65.34
T1031,409,93,77.35,263.87,317.25,06:35,10:58,11:52,53.38,44.4
T1032,437,72,91.87,364.17,285.42,10:45,16:49,15:30,-78.75,-100.48
T1033,233,75,80.23,186.4,174.24,09:41,12:47,12:35,-12.16,-13.01
T1034,330,70,72.39,282.86,273.52,07:39,12:21,12:12,-9.33,-9.65
T1035,244,53,50.32,276.23,290.93,10:35,15:11,15:25,14.7,13.96
T1036,401,40,38.29,601.5,628.29,10:05,20:06,20:33,26.79,25.64
T1037,244,85,87.09,172.24,168.11,10:33,13:25,13:21,-4.13,-4.23
T1038,204,55,61.48,222.55,199.08,06:45,10:27,10:04,-23.46,-26.23
T1039,142,93,104.28,91.61,81.7,10:29,12:00,11:50,-9.91,-11.11
